Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,01-Mar,PPA,CrsPA,PrgP,season
Dan Burn,eng ENG,DF,Newcastle Utd,29,1992,16,459,587,78.2,8701,2825,154,186,82.8,263,304,86.5,35,82,42.7,1,0.4,0.3,0.6,4,32,0,0,31,21/22
Dan Burn,eng ENG,DF,Brighton,29,1992,11.4,523,645,81.1,10143,3167,171,205,83.4,298,331,90,49,90,54.4,0,0.5,0.1,-0.5,2,43,1,0,50,21/22
Jack Butland,eng ENG,GK,Crystal Palace,28,1993,8.5,214,287,74.6,4835,2860,61,61,100,108,108,100,40,113,35.4,0,0,0,0,0,2,0,0,0,21/22
Sam Byram,eng ENG,DF,Norwich City,27,1993,11.4,393,515,76.3,5981,1974,219,248,88.3,144,197,73.1,17,36,47.2,0,0.2,0.3,-0.2,4,15,2,0,23,21/22
Willy Caballero,ar ARG,GK,Southampton,39,1981,2,37,60,61.7,1320,1119,6,6,100,12,12,100,19,42,45.2,0,0,0,0,0,1,0,0,0,21/22
Moisés Caicedo,ec ECU,MF,Brighton,19,2001,7.3,225,275,81.8,3117,843,144,164,87.8,59,75,78.7,12,17,70.6,1,0.3,0.4,0.7,4,19,2,0,22,21/22
Dominic Calvert-Lewin,eng ENG,FW,Everton,24,1997,14.3,167,280,59.6,1807,408,111,169,65.7,31,51,60.8,3,4,75,2,1.6,1.2,0.4,10,10,4,0,17,21/22
Chem Campbell,wls WAL,MF,Wolves,18,2002,0.1,9,10,90,90,14,8,9,88.9,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,21/22
João Cancelo,pt POR,DF,Manchester City,27,1994,35.9,2809,3365,83.5,44538,12620,1610,1732,93,938,1130,83,208,346,60.1,7,5.4,6.6,1.6,39,308,96,12,357,21/22
Sergi Canós,es ESP,DFFW,Brentford,24,1997,23.1,449,774,58,7092,2936,253,316,80.1,140,235,59.6,38,134,28.4,2,1.7,2.3,0.3,17,47,24,9,59,21/22
Todd Cantwell,eng ENG,FWMF,Norwich City,23,1998,4.9,130,157,82.8,1766,386,84,93,90.3,35,43,81.4,5,10,50,0,0.1,0.4,-0.1,2,13,2,0,10,21/22
Matty Cash,pl POL,DF,Aston Villa,23,1997,37.5,1113,1627,68.4,18719,7079,547,631,86.7,435,606,71.8,101,291,34.7,3,2.8,2.4,0.2,28,71,32,16,96,21/22
Timothy Castagne,be BEL,DF,Leicester City,25,1995,23.6,1077,1330,81,16391,5539,611,694,88,393,467,84.2,56,101,55.4,0,1.5,1,-1.5,15,66,14,8,72,21/22
Jonny Castro,es ESP,DF,Wolves,27,1994,11.4,509,610,83.4,7860,2250,280,317,88.3,188,218,86.2,31,42,73.8,0,1.3,0.7,-1.3,11,20,7,4,35,21/22
Craig Cathcart,nir NIR,DF,Watford,32,1989,26.6,767,953,80.5,16030,5348,231,276,83.7,418,476,87.8,112,184,60.9,1,1.2,0.4,-0.2,3,48,4,1,52,21/22
Edinson Cavani,uy URU,FW,Manchester Utd,34,1987,8.5,176,233,75.5,2277,238,105,129,81.4,43,59,72.9,7,11,63.6,1,1.2,0.9,-0.2,7,4,2,0,9,21/22
Kayky Chagas,br BRA,FW,Manchester City,18,2003,0.1,2,2,100,21,0,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,21/22
Trevoh Chalobah,eng ENG,DF,Chelsea,22,1999,16.1,1158,1283,90.3,18559,5304,564,607,92.9,517,548,94.3,60,94,63.8,1,0.3,0.5,0.7,4,106,6,0,88,21/22
Calum Chambers,eng ENG,DF,Arsenal,26,1995,1.9,77,97,79.4,1255,366,45,50,90,23,28,82.1,9,15,60,0,0.1,0,-0.1,1,5,1,1,7,21/22
Calum Chambers,eng ENG,DF,Aston Villa,26,1995,9.2,399,483,82.6,7729,3032,139,154,90.3,218,240,90.8,39,76,51.3,0,0.1,0.4,-0.1,2,31,5,0,31,21/22
Daniel Chesters,eng ENG,MF,West Ham,19,2002,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,21/22
Ben Chilwell,eng ENG,DF,Chelsea,24,1996,6,268,347,77.2,3845,959,164,179,91.6,75,98,76.5,15,41,36.6,1,0.8,0.7,0.2,10,7,6,1,18,21/22
Chiquinho,pt POR,DFFW,Wolves,21,2000,2.3,70,108,64.8,1130,423,45,57,78.9,17,27,63,7,16,43.8,3,0.7,0.6,2.3,5,4,4,4,7,21/22
Hamza Choudhury,eng ENG,DFMF,Leicester City,23,1997,3.2,128,156,82.1,2041,543,68,74,91.9,47,54,87,10,18,55.6,0,0,0,0,0,3,0,0,5,21/22
Andreas Christensen,dk DEN,DF,Chelsea,25,1996,16.6,1201,1336,89.9,21164,7424,495,535,92.5,586,631,92.9,100,135,74.1,0,0.2,0.5,-0.2,6,88,6,1,81,21/22
Carney Chukwuemeka,eng ENG,MFFW,Aston Villa,17,2003,3.3,98,121,81,1261,218,66,74,89.2,26,30,86.7,3,3,100,1,1,0.6,0,2,5,0,0,7,21/22
Ciaran Clark,ie IRL,DF,Newcastle Utd,31,1989,11.3,290,370,78.4,5127,1772,110,126,87.3,152,181,84,20,41,48.8,1,0.3,0.3,0.7,4,15,1,1,17,21/22
Tom Cleverley,eng ENG,MF,Watford,31,1989,18,479,658,72.8,7468,2178,239,280,85.4,169,212,79.7,40,109,36.7,2,2.1,1.3,-0.1,20,42,8,5,64,21/22
Nathaniel Clyne,eng ENG,DF,Crystal Palace,30,1991,15,561,727,77.2,8523,3116,289,322,89.8,228,292,78.1,22,64,34.4,1,0.4,0.5,0.6,6,24,7,3,36,21/22
Conor Coady,eng ENG,DF,Wolves,28,1993,37.3,1514,1692,89.5,33155,12540,322,348,92.5,927,977,94.9,257,343,74.9,0,0.1,0.2,-0.1,3,51,3,0,35,21/22
Séamus Coleman,ie IRL,DF,Everton,32,1988,29.5,914,1255,72.8,14739,6578,497,569,87.3,316,447,70.7,76,168,45.2,0,0.8,1.5,-0.8,13,86,26,13,96,21/22
Nathan Collins,ie IRL,DF,Burnley,20,2001,18.6,448,652,68.7,8648,3847,158,201,78.6,232,297,78.1,50,127,39.4,0,1.5,0.8,-1.5,6,46,5,1,44,21/22
Aaron Connolly,ie IRL,FWMF,Brighton,21,2000,1.7,14,19,73.7,172,16,8,8,100,5,5,100,0,1,0,0,0.1,0.1,-0.1,1,0,0,0,1,21/22
Liam Cooper,sct SCO,DF,Leeds United,29,1991,20.2,981,1183,82.9,18604,6591,335,378,88.6,547,600,91.2,86,171,50.3,1,0.1,0.2,0.9,4,31,0,0,46,21/22
Jack Cork,eng ENG,MF,Burnley,32,1989,18.6,423,577,73.3,6846,1918,217,273,79.5,143,191,74.9,43,71,60.6,0,0.3,0.3,-0.3,6,45,5,1,46,21/22
Maxwel Cornet,ci CIV,FWMF,Burnley,24,1996,19.6,281,437,64.3,3679,860,168,222,75.7,68,99,68.7,15,48,31.3,1,1.7,1.7,-0.7,15,15,14,4,30,21/22
Hélder Costa,ao ANG,MF,Leeds United,27,1994,0.2,5,5,100,79,0,2,2,100,3,3,100,0,0,,0,0,0,0,0,0,0,0,0,21/22
Vladimír Coufal,cz CZE,DF,West Ham,28,1992,24.5,990,1439,68.8,15293,6881,538,630,85.4,362,524,69.1,63,186,33.9,4,2.1,2.6,1.9,21,63,30,16,113,21/22
Philippe Coutinho,br BRA,MFFW,Aston Villa,29,1992,14.8,531,655,81.1,8091,2160,292,340,85.9,175,205,85.4,38,61,62.3,3,2.9,1.7,0.1,25,71,16,3,94,21/22
Aaron Cresswell,eng ENG,DF,West Ham,31,1989,30.3,1656,2096,79,27331,11135,837,912,91.8,650,755,86.1,134,318,42.1,3,3.2,3,-0.2,31,131,19,12,186,21/22
Charlie Cresswell,eng ENG,DF,Leeds United,18,2002,1.6,75,106,70.8,1560,592,23,29,79.3,43,50,86,9,24,37.5,0,0,0,0,0,3,0,0,4,21/22
Cucho,co COL,FWMF,Watford,22,1999,12.7,239,394,60.7,3852,1368,126,172,73.3,68,106,64.2,31,66,47,2,1.9,1.1,0.1,20,21,15,6,39,21/22
Marc Cucurella,es ESP,DF,Brighton,23,1998,34.3,1890,2356,80.2,29046,9900,1014,1131,89.7,718,856,83.9,110,219,50.2,1,2.7,2.8,-1.7,42,158,49,17,191,21/22
Luke Cundle,eng ENG,MF,Wolves,19,2002,2,96,105,91.4,1485,302,48,51,94.1,38,42,90.5,7,9,77.8,0,0.2,0.2,-0.2,2,11,2,0,9,21/22
Patson Daka,zm ZAM,FW,Leicester City,22,1998,12.9,165,223,74,2158,323,99,125,79.2,49,59,83.1,4,7,57.1,3,2,0.8,1,13,6,5,0,17,21/22
Stuart Dallas,nir NIR,DFMF,Leeds United,30,1991,32.4,1306,1685,77.5,20351,7389,730,812,89.9,440,539,81.6,99,227,43.6,1,2.3,2.5,-1.3,31,108,24,5,170,21/22
Diogo Dalot,pt POR,DF,Manchester Utd,22,1999,20,934,1193,78.3,17062,6008,407,477,85.3,396,490,80.8,117,181,64.6,0,1.2,1.3,-1.2,16,80,21,7,105,21/22
Karl Darlow,eng ENG,GK,Newcastle Utd,30,1990,8,155,250,62,6276,4923,13,13,100,42,43,97.7,99,191,51.8,0,0,0,0,0,10,0,0,0,21/22
Josh Dasilva,eng ENG,MFFW,Brentford,22,1998,2.9,75,93,80.6,1172,336,38,43,88.4,32,40,80,2,4,50,0,0.1,0.3,-0.1,3,6,4,0,11,21/22
Ben Davies,wls WAL,DF,Tottenham,28,1993,28.2,1391,1648,84.4,22461,7504,696,757,91.9,602,681,88.4,68,137,49.6,1,0.5,0.9,0.5,11,112,14,3,137,21/22
Tom Davies,eng ENG,MF,Everton,23,1998,2.6,60,82,73.2,822,261,35,38,92.1,18,24,75,2,6,33.3,0,0,0.1,0,0,4,1,0,7,21/22
Keinan Davis,eng ENG,FW,Aston Villa,23,1998,0.1,3,3,100,44,24,1,1,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,21/22
Craig Dawson,eng ENG,DF,West Ham,31,1990,30.6,1035,1285,80.5,21842,7575,328,360,91.1,539,603,89.4,161,292,55.1,2,1,1,1,4,85,0,0,54,21/22
Kevin De Bruyne,be BEL,MF,Manchester City,30,1991,24.5,1170,1568,74.6,19948,5365,581,663,87.6,434,558,77.8,122,249,49,8,10.4,7.5,-2.4,87,143,65,10,204,21/22
Troy Deeney,eng ENG,FW,Watford,33,1988,0.3,3,7,42.9,24,10,3,5,60,0,1,0,0,0,,0,0.1,0,-0.1,1,1,0,0,1,21/22
Liam Delap,eng ENG,FW,Manchester City,18,2003,0.1,1,1,100,13,9,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,1,21/22
Fabian Delph,eng ENG,MF,Everton,31,1989,7.4,259,309,83.8,4612,1427,125,138,90.6,90,103,87.4,35,48,72.9,0,0.1,0.1,-0.1,4,37,2,0,34,21/22
Leander Dendoncker,be BEL,MF,Wolves,26,1995,21.7,709,822,86.3,11172,2199,328,377,87,301,328,91.8,45,57,78.9,2,1.1,0.4,0.9,11,52,4,0,64,21/22
Emmanuel Dennis,ng NGA,FWMF,Watford,23,1997,28.7,411,628,65.4,5461,1617,261,349,74.8,100,147,68,21,37,56.8,6,4.1,2.1,1.9,33,26,19,4,61,21/22
Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,22,1998,23.4,950,1250,76,13947,3778,542,623,87,308,394,78.2,55,134,41,2,2.7,2.6,-0.7,35,103,26,7,132,21/22
Ibrahima Diallo,fr FRA,MF,Southampton,22,1999,11.4,361,453,79.7,5657,1490,190,232,81.9,132,155,85.2,26,35,74.3,2,1,0.3,1,16,43,3,2,57,21/22
Rúben Dias,pt POR,DF,Manchester City,24,1997,26.7,2133,2287,93.3,40019,12614,742,786,94.4,1201,1248,96.2,173,218,79.4,4,3.2,1.9,0.8,15,209,3,0,139,21/22
Luis Díaz,co COL,FW,Liverpool,24,1997,10.6,392,455,86.2,5406,1093,240,264,90.9,116,133,87.2,22,25,88,3,2.6,1.5,0.4,20,14,22,4,38,21/22
Eric Dier,eng ENG,DF,Tottenham,27,1994,34.1,2056,2341,87.8,39774,16697,680,719,94.6,1138,1216,93.6,211,351,60.1,0,1.1,1.1,-1.1,7,98,9,1,103,21/22
Lucas Digne,fr FRA,DF,Aston Villa,28,1993,14.1,629,838,75.1,9033,3799,389,436,89.2,189,251,75.3,35,104,33.7,4,2.2,1.7,1.8,30,33,24,14,48,21/22
Lucas Digne,fr FRA,DF,Everton,28,1993,13,497,702,70.8,7850,3856,271,312,86.9,171,235,72.8,40,97,41.2,0,1.4,1.2,-1.4,22,41,9,4,49,21/22
Issa Diop,fr FRA,DF,West Ham,24,1997,10.7,407,478,85.1,6741,2822,166,181,91.7,203,225,90.2,21,49,42.9,1,0.4,0.6,0.6,1,15,0,0,14,21/22
Moussa Djenepo,ml MLI,MF,Southampton,23,1998,5.1,109,147,74.1,1480,513,58,68,85.3,39,51,76.5,4,10,40,0,0.3,0.5,-0.3,6,10,9,2,18,21/22
Lewis Dobbin,eng ENG,FWMF,Everton,18,2003,0.4,5,8,62.5,92,22,3,3,100,0,2,0,2,3,66.7,0,0,0,0,0,2,0,0,1,21/22
Matt Doherty,ie IRL,DF,Tottenham,29,1992,9.7,437,533,82,6693,1596,252,286,88.1,145,175,82.9,32,45,71.1,4,2,1.4,2,15,13,10,4,24,21/22
Gabriel Dos Santos,br BRA,DF,Arsenal,23,1997,34,1828,2049,89.2,34814,11568,602,634,95,1069,1129,94.7,144,248,58.1,0,0.7,0.6,-0.7,9,126,2,0,110,21/22
Abdoulaye Doucouré,ml MLI,MF,Everton,28,1993,28.2,864,1097,78.8,12771,3058,490,581,84.3,296,351,84.3,45,72,62.5,4,2,1.3,2,19,81,19,0,113,21/22
Kieran Dowell,eng ENG,FWMF,Norwich City,23,1997,10.1,223,334,66.8,3517,1068,123,157,78.3,69,89,77.5,19,53,35.8,1,1.5,1,-0.5,16,21,9,3,31,21/22
Cody Drameh,eng ENG,DFMF,Leeds United,19,2001,1.4,62,82,75.6,826,362,29,38,76.3,24,26,92.3,2,4,50,0,0,0,0,1,4,2,1,6,21/22
Martin Dúbravka,sk SVK,GK,Newcastle Utd,32,1989,26,534,846,63.1,18819,14800,62,62,100,228,233,97.9,242,544,44.5,0,0,0,0,2,13,0,0,0,21/22
Shane Duffy,ie IRL,DF,Brighton,29,1992,16,906,1039,87.2,18829,5992,249,277,89.9,535,572,93.5,117,177,66.1,0,0.2,0.2,-0.2,4,50,1,0,41,21/22
Paul Dummett,wls WAL,DF,Newcastle Utd,29,1991,2.2,51,73,69.9,771,363,31,36,86.1,17,26,65.4,3,10,30,0,0,0,0,0,3,0,0,5,21/22
Lewis Dunk,eng ENG,DF,Brighton,29,1991,28.6,1726,1958,88.2,35875,11690,467,508,91.9,1019,1077,94.6,228,338,67.5,0,0.4,0.4,-0.4,3,87,4,1,83,21/22
Ederson,br BRA,GK,Manchester City,27,1993,37,1016,1128,90.1,22789,14725,280,280,100,519,523,99.2,212,316,67.1,0,0,0.1,0,0,7,1,0,3,21/22
Odsonne Édouard,fr FRA,FW,Crystal Palace,23,1998,17.4,309,429,72,3784,791,210,265,79.2,75,105,71.4,5,7,71.4,3,1.9,1.6,1.1,21,24,10,0,42,21/22
CJ Egan-Riley,eng ENG,DF,Manchester City,18,2003,0,1,1,100,29,27,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,21/22
Anthony Elanga,se SWE,FW,Manchester Utd,19,2002,13.5,340,450,75.6,4282,910,229,265,86.4,71,97,73.2,12,21,57.1,2,2.4,1.2,-0.4,9,11,8,2,18,21/22
Harvey Elliott,eng ENG,MF,Liverpool,18,2003,3.8,209,256,81.6,3057,789,121,135,89.6,68,79,86.1,11,14,78.6,0,0.6,0.4,-0.6,9,21,6,2,36,21/22
Mohamed Elneny,eg EGY,MF,Arsenal,29,1992,9,528,565,93.5,8669,2398,248,263,94.3,236,242,97.5,32,39,82.1,2,0.4,0.3,1.6,9,59,2,0,43,21/22
Mohamed Elyounoussi,no NOR,MFFW,Southampton,26,1994,22.7,432,638,67.7,5864,1378,279,367,76,118,168,70.2,15,38,39.5,2,2.3,2.1,-0.3,28,39,19,3,81,21/22
Emerson,br BRA,DFMF,Tottenham,22,1999,25.4,1170,1450,80.7,16330,4045,686,762,90,368,459,80.2,52,94,55.3,1,2.2,3,-1.2,28,32,28,14,68,21/22
Christian Eriksen,dk DEN,MF,Brentford,29,1992,10.4,478,639,74.8,9842,3756,193,210,91.9,171,215,79.5,102,179,57,4,3.5,2.8,0.5,30,84,17,7,82,21/22
Oghenekaro Etebo,ng NGA,MF,Watford,25,1995,4.5,151,168,89.9,3035,923,50,54,92.6,79,85,92.9,21,26,80.8,0,0.1,0.2,-0.1,2,15,3,1,16,21/22
Jonny Evans,nir NIR,DF,Leicester City,33,1988,15,846,1020,82.9,16742,6172,251,290,86.6,492,532,92.5,95,177,53.7,1,0.8,0.7,0.2,4,52,5,0,49,21/22
Eberechi Eze,eng ENG,MFFW,Crystal Palace,23,1998,6.7,234,304,77,3880,972,124,145,85.5,82,101,81.2,25,41,61,1,0.9,0.8,0.1,11,22,7,2,33,21/22
Łukasz Fabiański,pl POL,GK,West Ham,36,1985,37,666,1013,65.7,20643,15735,110,111,99.1,270,274,98.5,281,622,45.2,0,0,0,0,0,10,0,0,0,21/22
Fabinho,br BRA,MF,Liverpool,27,1993,25.7,1350,1550,87.1,21821,5712,676,741,91.2,548,608,90.1,94,135,69.6,1,1.3,1.9,-0.3,16,151,12,1,134,21/22
Kiko Femenía,es ESP,DF,Watford,30,1991,23.8,867,1228,70.6,13397,6151,485,566,85.7,300,425,70.6,54,166,32.5,5,3.6,2.3,1.4,25,56,22,9,100,21/22
Evan Ferguson,ie IRL,MF,Brighton,16,2004,0.3,5,6,83.3,73,0,3,4,75,0,0,,1,1,100,0,0,0,0,0,0,0,0,0,21/22
Nathan Ferguson,eng ENG,DF,Crystal Palace,20,2000,0.1,3,5,60,29,30,3,3,100,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,21/22
Bruno Fernandes,pt POR,MF,Manchester Utd,26,1994,34.6,1549,2093,74,26517,7848,792,925,85.6,509,636,80,195,371,52.6,6,9,6.9,-3,88,170,81,14,237,21/22
Álvaro Fernández,es ESP,GK,Brentford,23,1998,12,336,517,65,8817,5774,77,79,97.5,149,154,96.8,109,282,38.7,0,0,0,0,0,10,0,0,1,21/22
Federico Fernández,ar ARG,DF,Newcastle Utd,32,1989,5.8,182,211,86.3,3540,1534,60,63,95.2,99,108,91.7,21,35,60,0,0.3,0.2,-0.3,1,6,0,0,12,21/22
Fernandinho,br BRA,MFDF,Manchester City,36,1985,10.7,746,842,88.6,12820,3829,344,368,93.5,326,360,90.6,56,79,70.9,1,1,1.1,0,10,74,17,1,81,21/22
Roberto Firmino,br BRA,FW,Liverpool,29,1991,11,390,501,77.8,5132,1178,237,266,89.1,107,150,71.3,15,21,71.4,4,1.7,1.7,2.3,16,31,12,1,40,21/22
Junior Firpo,es ESP,DFMF,Leeds United,24,1996,19,768,952,80.7,12029,4281,417,475,87.8,299,362,82.6,38,71,53.5,2,1.9,1.6,0.1,22,70,16,6,111,21/22
Ashley Fletcher,eng ENG,FW,Watford,25,1995,0.3,3,7,42.9,23,10,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,21/22
Phil Foden,eng ENG,FW,Manchester City,21,2000,23.6,881,1102,79.9,12909,2621,542,595,91.1,235,294,79.9,56,115,48.7,5,6.3,5.3,-1.3,40,50,37,9,98,21/22
Wesley Fofana,fr FRA,DF,Leicester City,20,2000,7,470,528,89,8686,2839,168,183,91.8,266,284,93.7,29,50,58,0,0,0.1,0,2,25,0,0,28,21/22
Pablo Fornals,es ESP,FWMF,West Ham,25,1996,31.1,1052,1417,74.2,17266,5582,529,613,86.3,363,484,75,111,205,54.1,3,6.3,4.5,-3.3,48,111,51,8,191,21/22
Adam Forshaw,eng ENG,MF,Leeds United,29,1991,17,695,842,82.5,11652,3225,342,389,87.9,253,290,87.2,73,103,70.9,1,1,0.7,0,13,68,8,0,80,21/22
Marcus Forss,fi FIN,FWMF,Brentford,22,1999,2.3,22,38,57.9,341,115,12,19,63.2,5,9,55.6,3,3,100,1,0.2,0,0.8,1,5,1,0,6,21/22
Fraser Forster,eng ENG,GK,Southampton,33,1988,19,360,603,59.7,11459,8540,48,49,98,167,173,96.5,144,377,38.2,0,0,0,0,0,11,0,0,0,21/22
Ben Foster,eng ENG,GK,Watford,38,1983,26,428,886,48.3,16732,14440,38,39,97.4,137,148,92.6,253,692,36.6,1,0.1,0.1,0.9,1,33,1,0,0,21/22
Tariqe Fosu,gh GHA,DF,Brentford,25,1995,0.2,6,7,85.7,103,13,2,2,100,4,5,80,0,0,,0,0,0,0,0,0,0,0,1,21/22
Ryan Fraser,sct SCO,FWMF,Newcastle Utd,27,1994,16.3,334,482,69.3,5352,1620,197,234,84.2,86,128,67.2,40,84,47.6,3,2.1,2.3,0.9,25,18,24,15,34,21/22
Fred,br BRA,MF,Manchester Utd,28,1993,22.5,1137,1358,83.7,18842,5515,547,626,87.4,448,506,88.5,92,118,78,4,2.2,3,1.8,28,131,13,1,138,21/22
Ryan Fredericks,eng ENG,DF,West Ham,28,1992,3.4,113,150,75.3,1514,465,72,85,84.7,34,48,70.8,3,6,50,0,0.1,0.1,-0.1,2,2,2,1,6,21/22
Leo Fuhr Hjelde,no NOR,MFDF,Leeds United,17,2003,1.7,79,108,73.1,1120,430,48,57,84.2,22,32,68.8,5,13,38.5,0,0,0,0,1,3,0,0,3,21/22
Conor Gallagher,eng ENG,MF,Crystal Palace,21,2000,31.6,890,1188,74.9,14543,3809,443,517,85.7,305,386,79,88,173,50.9,3,3.1,3.1,-0.1,38,86,20,9,94,21/22
Alejandro Garnacho,es ESP,FWMF,Manchester Utd,17,2004,0.1,3,3,100,22,1,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,21/22
Dwight Gayle,eng ENG,FWDF,Newcastle Utd,30,1990,0.4,13,16,81.3,104,12,11,12,91.7,0,1,0,0,0,,0,0.3,0.1,-0.3,2,1,0,0,0,21/22
Jean-Philippe Gbamin,ci CIV,MF,Everton,25,1995,0.7,16,22,72.7,207,38,11,13,84.6,4,6,66.7,0,1,0,0,0,0,0,0,1,0,0,0,21/22
David de Gea,es ESP,GK,Manchester Utd,30,1990,38,677,924,73.3,16463,11234,176,178,98.9,332,343,96.8,166,397,41.8,0,0,0,0,0,5,0,0,0,21/22
Joe Gelhardt,eng ENG,FWMF,Leeds United,19,2002,8.3,106,163,65,1166,344,58,81,71.6,28,46,60.9,2,5,40,2,1.6,1.4,0.4,9,5,10,2,15,21/22
Anwar El Ghazi,nl NED,FWMF,Aston Villa,26,1995,4.3,84,119,70.6,1091,314,60,70,85.7,17,30,56.7,3,5,60,1,0.4,0.4,0.6,5,0,4,3,5,21/22
Anwar El Ghazi,nl NED,FWMF,Everton,26,1995,0.1,7,9,77.8,80,18,5,5,100,1,2,50,0,0,,0,0,0,0,0,1,0,0,0,21/22
