Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,season
Adam Lallana,eng ENG,MFFW,Liverpool,28,1988,31,27,2348,26.1,8,6,14,8,0,0,3,0,,,,,,,,0.31,0.23,0.54,0.31,0.54,,,,,,16/17
Rickie Lambert,eng ENG,FW,West Brom,34,1982,1,0,13,0.1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Érik Lamela,ar ARG,MF,Tottenham,24,1992,9,6,594,6.6,1,3,4,1,0,1,1,0,,,,,,,,0.15,0.45,0.61,0.15,0.61,,,,,,16/17
Manuel Lanzini,ar ARG,MF,West Ham,23,1993,35,31,2706,30.1,8,2,10,6,2,2,9,0,,,,,,,,0.27,0.07,0.33,0.2,0.27,,,,,,16/17
Seb Larsson,se SWE,MF,Sunderland,31,1985,21,17,1469,16.3,0,1,1,0,0,0,4,1,,,,,,,,0,0.06,0.06,0,0.06,,,,,,16/17
Grant Leadbitter,eng ENG,MF,Middlesbrough,30,1986,13,7,710,7.9,1,0,1,1,0,0,1,0,,,,,,,,0.13,0,0.13,0.13,0.13,,,,,,16/17
Joe Ledley,wls WAL,MF,Crystal Palace,29,1987,18,13,1160,12.9,1,1,2,1,0,0,1,0,,,,,,,,0.08,0.08,0.16,0.08,0.16,,,,,,16/17
Lucas Leiva,br BRA,MFDF,Liverpool,29,1987,24,12,1112,12.4,0,2,2,0,0,0,4,0,,,,,,,,0,0.16,0.16,0,0.16,,,,,,16/17
Jonathan Leko,eng ENG,FWMF,West Brom,17,1999,9,0,181,2,0,1,1,0,0,0,0,0,,,,,,,,0,0.5,0.5,0,0.5,,,,,,16/17
Aaron Lennon,eng ENG,MFFW,Everton,29,1987,11,6,509,5.7,0,1,1,0,0,0,0,0,,,,,,,,0,0.18,0.18,0,0.18,,,,,,16/17
Jeremain Lens,nl NED,FWMF,Sunderland,28,1987,2,0,69,0.8,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Joleon Lescott,eng ENG,DF,Sunderland,33,1982,2,1,124,1.4,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Filip Lesniak,sk SVK,MF,Tottenham,20,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Jesse Lingard,eng ENG,MFFW,Manchester Utd,23,1992,25,18,1360,15.1,1,1,2,1,0,0,3,0,,,,,,,,0.07,0.07,0.13,0.07,0.13,,,,,,16/17
Jake Livermore,eng ENG,MF,West Brom,26,1989,16,15,1301,14.5,0,0,0,0,0,0,2,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Jake Livermore,eng ENG,MFDF,Hull City,26,1989,21,20,1670,18.6,1,0,1,1,0,0,3,1,,,,,,,,0.05,0,0.05,0.05,0.05,,,,,,16/17
Fernando Llorente,es ESP,FW,Swansea City,31,1985,33,28,2442,27.1,15,1,16,15,0,0,2,0,,,,,,,,0.55,0.04,0.59,0.55,0.59,,,,,,16/17
Hugo Lloris,fr FRA,GK,Tottenham,29,1986,34,34,3004,33.4,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Ruben Loftus-Cheek,eng ENG,MF,Chelsea,20,1996,6,0,35,0.4,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Kevin Long,ie IRL,DF,Burnley,25,1990,3,3,270,3,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Shane Long,ie IRL,FW,Southampton,29,1987,32,10,1321,14.7,3,2,5,3,0,1,2,0,,,,,,,,0.2,0.14,0.34,0.2,0.34,,,,,,16/17
Ademola Lookman,ng NGA,FW,Everton,18,1997,8,3,289,3.2,1,0,1,1,0,0,0,0,,,,,,,,0.31,0,0.31,0.31,0.31,,,,,,16/17
Donald Love,sct SCO,DF,Sunderland,21,1994,12,6,611,6.8,0,1,1,0,0,0,1,0,,,,,,,,0,0.15,0.15,0,0.15,,,,,,16/17
Dejan Lovren,hr CRO,DF,Liverpool,27,1989,29,29,2553,28.4,2,1,3,2,0,0,6,0,,,,,,,,0.07,0.04,0.11,0.07,0.11,,,,,,16/17
Matthew Lowton,eng ENG,DF,Burnley,27,1989,36,36,3240,36,0,2,2,0,0,0,9,0,,,,,,,,0,0.06,0.06,0,0.06,,,,,,16/17
David Luiz,br BRA,DF,Chelsea,29,1987,33,33,2954,32.8,1,0,1,1,0,0,6,0,,,,,,,,0.03,0,0.03,0.03,0.03,,,,,,16/17
Romelu Lukaku,be BEL,FW,Everton,23,1993,37,36,3266,36.3,25,6,31,24,1,1,3,0,,,,,,,,0.69,0.17,0.85,0.66,0.83,,,,,,16/17
Harry Maguire,eng ENG,DF,Hull City,23,1993,29,25,2307,25.6,2,1,3,2,0,0,5,0,,,,,,,,0.08,0.04,0.12,0.08,0.12,,,,,,16/17
Riyad Mahrez,dz ALG,MF,Leicester City,25,1991,36,33,2825,31.4,6,4,10,3,3,5,4,0,,,,,,,,0.19,0.13,0.32,0.1,0.22,,,,,,16/17
Ainsley Maitland-Niles,eng ENG,DFFW,Arsenal,18,1997,1,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Shaun Maloney,sct SCO,MF,Hull City,33,1983,9,2,283,3.1,1,2,3,1,0,0,0,0,,,,,,,,0.32,0.64,0.95,0.32,0.95,,,,,,16/17
Steve Mandanda,fr FRA,GK,Crystal Palace,31,1985,9,9,810,9,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Sadio Mané,sn SEN,FW,Liverpool,24,1992,27,26,2235,24.8,13,5,18,13,0,0,4,0,,,,,,,,0.52,0.2,0.72,0.52,0.72,,,,,,16/17
Vito Mannone,it ITA,GK,Sunderland,28,1988,9,9,810,9,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Javier Manquillo,es ESP,DFMF,Sunderland,22,1994,20,15,1430,15.9,1,0,1,1,0,0,2,0,,,,,,,,0.06,0,0.06,0.06,0.06,,,,,,16/17
Adrian Mariappa,jm JAM,DF,Watford,29,1986,7,6,562,6.2,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Lazar Marković,rs SRB,MF,Hull City,22,1994,12,12,1005,11.2,2,0,2,2,0,0,4,0,,,,,,,,0.18,0,0.18,0.18,0.18,,,,,,16/17
Dean Marney,eng ENG,MF,Burnley,32,1984,21,21,1764,19.6,1,2,3,1,0,0,7,0,,,,,,,,0.05,0.1,0.15,0.05,0.15,,,,,,16/17
David Marshall,sct SCO,GK,Hull City,31,1985,16,16,1440,16,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Anthony Martial,fr FRA,MFFW,Manchester Utd,20,1995,25,18,1554,17.3,4,5,9,4,0,0,2,0,,,,,,,,0.23,0.29,0.52,0.23,0.52,,,,,,16/17
Cuco Martina,cw CUW,DF,Southampton,26,1989,9,6,592,6.6,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Emiliano Martínez,ar ARG,GK,Arsenal,23,1992,2,2,180,2,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Bruno Martins Indi,nl NED,DF,Stoke City,24,1992,35,35,3146,35,1,0,1,1,0,0,4,0,,,,,,,,0.03,0,0.03,0.03,0.03,,,,,,16/17
Brandon Mason,eng ENG,DF,Watford,18,1997,2,1,113,1.3,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Ryan Mason,eng ENG,MF,Hull City,25,1991,16,11,927,10.3,1,1,2,1,0,0,4,0,,,,,,,,0.1,0.1,0.19,0.1,0.19,,,,,,16/17
Arthur Masuaku,cd COD,DFMF,West Ham,22,1993,13,11,972,10.8,0,1,1,0,0,0,1,0,,,,,,,,0,0.09,0.09,0,0.09,,,,,,16/17
Juan Mata,es ESP,MFFW,Manchester Utd,28,1988,25,19,1614,17.9,6,3,9,6,0,0,3,0,,,,,,,,0.33,0.17,0.5,0.33,0.5,,,,,,16/17
Nemanja Matić,rs SRB,MF,Chelsea,27,1988,35,30,2694,29.9,1,7,8,1,0,0,4,0,,,,,,,,0.03,0.23,0.27,0.03,0.27,,,,,,16/17
Joël Matip,cm CMR,DF,Liverpool,24,1991,29,27,2457,27.3,1,0,1,1,0,0,3,0,,,,,,,,0.04,0,0.04,0.04,0.04,,,,,,16/17
Alfie Mawson,eng ENG,DF,Swansea City,22,1994,27,27,2430,27,4,0,4,4,0,0,1,0,,,,,,,,0.15,0,0.15,0.15,0.15,,,,,,16/17
Dieumerci Mbokani,cd COD,FW,Hull City,30,1985,12,8,764,8.5,0,1,1,0,0,0,0,0,,,,,,,,0,0.12,0.12,0,0.12,,,,,,16/17
James McArthur,sct SCO,MF,Crystal Palace,28,1987,29,24,1999,22.2,5,3,8,5,0,0,5,0,,,,,,,,0.23,0.14,0.36,0.23,0.36,,,,,,16/17
Gareth McAuley,nir NIR,DF,West Brom,36,1979,36,36,3140,34.9,6,1,7,6,0,0,5,0,,,,,,,,0.17,0.03,0.2,0.17,0.2,,,,,,16/17
Oliver McBurnie,sct SCO,FW,Swansea City,20,1996,5,0,82,0.9,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
James McCarthy,ie IRL,MF,Everton,25,1990,12,7,613,6.8,1,1,2,1,0,0,2,0,,,,,,,,0.15,0.15,0.29,0.15,0.29,,,,,,16/17
James McClean,ie IRL,MFFW,West Brom,27,1989,34,13,1477,16.4,1,2,3,1,0,0,9,0,,,,,,,,0.06,0.12,0.18,0.06,0.18,,,,,,16/17
Paddy McNair,nir NIR,MF,Sunderland,21,1995,9,5,353,3.9,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Sam McQueen,eng ENG,DF,Southampton,21,1995,13,5,616,6.8,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Scott McTominay,sct SCO,MF,Manchester Utd,19,1996,2,1,97,1.1,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Ben Mee,eng ENG,DF,Burnley,26,1989,34,34,3015,33.5,1,0,1,1,0,0,5,0,,,,,,,,0.03,0,0.03,0.03,0.03,,,,,,16/17
Memphis,nl NED,FWMF,Manchester Utd,22,1994,4,0,24,0.3,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Nampalys Mendy,sn SEN,MF,Leicester City,24,1992,4,4,269,3,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Per Mertesacker,de GER,DF,Arsenal,31,1984,1,0,38,0.4,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
David Meyler,ie IRL,MFDF,Hull City,27,1989,20,9,962,10.7,1,1,2,1,0,0,2,0,,,,,,,,0.09,0.09,0.19,0.09,0.19,,,,,,16/17
Simon Mignolet,be BEL,GK,Liverpool,28,1988,28,28,2520,28,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Luka Milivojević,rs SRB,MF,Crystal Palace,25,1991,14,14,1224,13.6,2,1,3,0,2,2,4,0,,,,,,,,0.15,0.07,0.22,0,0.07,,,,,,16/17
James Milner,eng ENG,DF,Liverpool,30,1986,36,36,3154,35,7,3,10,0,7,8,5,0,,,,,,,,0.2,0.09,0.29,0,0.09,,,,,,16/17
Tyrone Mings,eng ENG,DF,Bournemouth,23,1993,7,5,506,5.6,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Kevin Mirallas,be BEL,FWMF,Everton,28,1987,35,23,2074,23,4,7,11,4,0,0,2,0,,,,,,,,0.17,0.3,0.48,0.17,0.48,,,,,,16/17
Demetri Mitchell,eng ENG,DF,Manchester Utd,19,1997,1,1,90,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Henrikh Mkhitaryan,am ARM,FWMF,Manchester Utd,27,1989,24,15,1348,15,4,1,5,4,0,0,1,0,,,,,,,,0.27,0.07,0.33,0.27,0.33,,,,,,16/17
Nacho Monreal,es ESP,DF,Arsenal,30,1986,36,35,3153,35,0,2,2,0,0,0,5,0,,,,,,,,0,0.06,0.06,0,0.06,,,,,,16/17
Jefferson Montero,ec ECU,MFFW,Swansea City,26,1989,13,2,489,5.4,0,1,1,0,0,0,0,0,,,,,,,,0,0.18,0.18,0,0.18,,,,,,16/17
Alberto Moreno,es ESP,DF,Liverpool,24,1992,12,2,305,3.4,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Wes Morgan,jm JAM,DF,Leicester City,32,1984,27,27,2430,27,1,0,1,1,0,0,3,0,,,,,,,,0.04,0,0.04,0.04,0.04,,,,,,16/17
James Morrison,sct SCO,MF,West Brom,30,1986,31,17,1740,19.3,5,2,7,5,0,0,3,0,,,,,,,,0.26,0.1,0.36,0.26,0.36,,,,,,16/17
Victor Moses,ng NGA,MF,Chelsea,25,1990,34,29,2483,27.6,3,2,5,3,0,0,4,0,,,,,,,,0.11,0.07,0.18,0.11,0.18,,,,,,16/17
Lys Mousset,fr FRA,FW,Bournemouth,20,1996,11,3,270,3,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Marc Muniesa,es ESP,DF,Stoke City,24,1992,10,7,650,7.2,1,0,1,1,0,0,2,0,,,,,,,,0.14,0,0.14,0.14,0.14,,,,,,16/17
Ahmed Musa,ng NGA,MFFW,Leicester City,23,1992,21,7,761,8.5,2,1,3,2,0,0,1,0,,,,,,,,0.24,0.12,0.35,0.24,0.35,,,,,,16/17
Shkodran Mustafi,de GER,DF,Arsenal,24,1992,26,26,2274,25.3,2,2,4,2,0,0,11,0,,,,,,,,0.08,0.08,0.16,0.08,0.16,,,,,,16/17
Jordon Mutch,eng ENG,MF,Crystal Palace,24,1991,4,0,53,0.6,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Alfred N'Diaye,sn SEN,MF,Hull City,26,1990,15,15,1273,14.1,1,0,1,1,0,0,7,0,,,,,,,,0.07,0,0.07,0.07,0.07,,,,,,16/17
Georges-Kévin N'Koudou,cm CMR,MF,Tottenham,21,1995,8,0,54,0.6,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Luciano Narsingh,nl NED,FW,Swansea City,25,1990,13,3,416,4.6,0,2,2,0,0,0,0,0,,,,,,,,0,0.43,0.43,0,0.43,,,,,,16/17
Samir Nasri,fr FRA,FWMF,Manchester City,29,1987,1,0,16,0.2,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Kyle Naughton,eng ENG,DF,Swansea City,27,1988,31,31,2714,30.2,1,0,1,1,0,0,5,0,,,,,,,,0.03,0,0.03,0.03,0.03,,,,,,16/17
Jesús Navas,es ESP,MFDF,Manchester City,30,1985,24,12,1064,11.8,0,1,1,0,0,0,2,0,,,,,,,,0,0.08,0.08,0,0.08,,,,,,16/17
Wilfred Ndidi,ng NGA,MF,Leicester City,19,1996,17,17,1521,16.9,2,1,3,2,0,0,0,0,,,,,,,,0.12,0.06,0.18,0.12,0.18,,,,,,16/17
Álvaro Negredo,es ESP,FW,Middlesbrough,30,1985,36,33,2870,31.9,9,5,14,7,2,2,5,0,,,,,,,,0.28,0.16,0.44,0.22,0.38,,,,,,16/17
Julien Ngoy,be BEL,FWMF,Stoke City,18,1997,5,0,49,0.5,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
M'Baye Niang,sn SEN,MFFW,Watford,21,1994,16,15,1246,13.8,2,2,4,2,0,0,2,0,,,,,,,,0.14,0.14,0.29,0.14,0.29,,,,,,16/17
Oumar Niasse,sn SEN,FW,Hull City,26,1990,17,12,1097,12.2,4,1,5,4,0,0,3,1,,,,,,,,0.33,0.08,0.41,0.33,0.41,,,,,,16/17
Mark Noble,eng ENG,MF,West Ham,29,1987,30,29,2389,26.5,3,0,3,2,1,2,10,0,,,,,,,,0.11,0,0.11,0.08,0.08,,,,,,16/17
Nolito,es ESP,MFFW,Manchester City,29,1986,19,9,778,8.6,4,2,6,4,0,0,3,1,,,,,,,,0.46,0.23,0.69,0.46,0.69,,,,,,16/17
Kristoffer Nordfeldt,se SWE,GK,Swansea City,27,1989,1,1,90,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Håvard Nordtveit,no NOR,DFMF,West Ham,26,1990,16,11,957,10.6,0,1,1,0,0,0,2,0,,,,,,,,0,0.09,0.09,0,0.09,,,,,,16/17
Emilio Nsue,gq EQG,DFMF,Middlesbrough,26,1989,4,4,320,3.6,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
David Nugent,eng ENG,FW,Middlesbrough,31,1985,4,0,43,0.5,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Allan Nyom,cm CMR,DF,West Brom,28,1988,32,29,2638,29.3,0,1,1,0,0,0,8,0,,,,,,,,0,0.03,0.03,0,0.03,,,,,,16/17
Aiden O'Neill,au AUS,MF,Burnley,18,1998,3,0,85,0.9,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
John O'Shea,ie IRL,DF,Sunderland,35,1981,28,26,2158,24,0,1,1,0,0,0,5,0,,,,,,,,0,0.04,0.04,0,0.04,,,,,,16/17
Pedro Obiang,gq EQG,MF,West Ham,24,1992,22,21,1763,19.6,1,1,2,1,0,0,7,0,,,,,,,,0.05,0.05,0.1,0.05,0.1,,,,,,16/17
Angelo Ogbonna,it ITA,DF,West Ham,28,1988,20,20,1755,19.5,0,0,0,0,0,0,2,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Stefano Okaka,it ITA,FW,Watford,26,1989,19,10,958,10.6,4,1,5,4,0,0,5,0,,,,,,,,0.38,0.09,0.47,0.38,0.47,,,,,,16/17
Shinji Okazaki,jp JPN,FWMF,Leicester City,30,1986,30,21,1565,17.4,3,1,4,3,0,0,1,0,,,,,,,,0.17,0.06,0.23,0.17,0.23,,,,,,16/17
Jonas Olsson,se SWE,DF,West Brom,33,1983,7,7,590,6.6,0,0,0,0,0,0,3,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Martin Olsson,se SWE,DF,Swansea City,28,1988,15,14,1252,13.9,2,0,2,2,0,0,2,0,,,,,,,,0.14,0,0.14,0.14,0.14,,,,,,16/17
Josh Onomah,eng ENG,FWMF,Tottenham,19,1997,5,0,22,0.2,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Divock Origi,be BEL,FW,Liverpool,21,1995,34,14,1468,16.3,7,3,10,7,0,0,0,0,,,,,,,,0.43,0.18,0.61,0.43,0.61,,,,,,16/17
Oscar,br BRA,MF,Chelsea,24,1991,9,5,455,5.1,0,1,1,0,0,0,1,0,,,,,,,,0,0.2,0.2,0,0.2,,,,,,16/17
David Ospina,co COL,GK,Arsenal,27,1988,2,1,143,1.6,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Nicolás Otamendi,ar ARG,DF,Manchester City,28,1988,30,29,2592,28.8,1,0,1,1,0,0,9,0,,,,,,,,0.03,0,0.03,0.03,0.03,,,,,,16/17
Bryan Oviedo,cr CRC,DFMF,Sunderland,26,1990,10,10,848,9.4,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Bryan Oviedo,cr CRC,DF,Everton,26,1990,6,6,475,5.3,0,0,0,0,0,0,3,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Alex Oxlade-Chamberlain,eng ENG,MF,Arsenal,22,1993,29,16,1628,18.1,2,7,9,2,0,0,1,0,,,,,,,,0.11,0.39,0.5,0.11,0.5,,,,,,16/17
Mesut Özil,de GER,MF,Arsenal,27,1988,33,32,2841,31.6,8,10,18,8,0,0,2,0,,,,,,,,0.25,0.32,0.57,0.25,0.57,,,,,,16/17
Costel Pantilimon,ro ROU,GK,Watford,29,1987,2,0,83,0.9,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Gabriel Paulista,br BRA,DF,Arsenal,25,1990,19,15,1517,16.9,0,0,0,0,0,0,6,0,,,,,,,,0,0,0,0,0,,,,,,16/17
Dimitri Payet,fr FRA,MFFW,West Ham,29,1987,18,17,1511,16.8,2,6,8,2,0,0,2,0,,,,,,,,0.12,0.36,0.48,0.12,0.48,,,,,,16/17
Pedro,es ESP,FWMF,Chelsea,29,1987,35,26,2140,23.8,9,9,18,9,0,0,6,0,,,,,,,,0.38,0.38,0.76,0.38,0.76,,,,,,16/17
Matthew Pennington,eng ENG,DF,Everton,21,1994,3,2,180,2,1,0,1,1,0,0,0,0,,,,,,,,0.5,0,0.5,0.5,0.5,,,,,,16/17
