player,nation,pos,team_name,age,born,match_ply,starts,min,mp_90,goals_scored,assists,goals_assists,goals_pen_kicks,pen_kicks,pen_kicks_att,yellow_cards,red_cards,xg,npxg,xag,npxg_xag,prog_carries,prog_passes,prog_rec,goals_90,assists_90,goals_assists_90,goals_pen_kicks_90,goals_assists_pen_kicks_90,xg_90,xag_90,xg_xag_90,npxg_90,npxg_xag_90,season,gk_goals_against,gk_goals_against_90,gk_shots_target_against,gk_saves,gk_saves_perc,gk_clean_sheets,gk_clean_sheets_perc,gk_pen_kicks_att,gk_pen_kicks_allowed,gk_pen_kicks_saved,gk_pen_kicks_missed,gk_pen_kicks_saved_perc
Patrick van Aanholt,NED,DF,Crystal Palace,27,1990,36,36,3195,35.5,3,2,5,3,0,0,3,0,2.6,2.6,4.4,7,89,212,106,0.08,0.06,0.14,0.08,0.14,0.07,0.12,0.2,0.07,0.2,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sergio Agüero,ARG,FW,Manchester City,30,1988,33,31,2459,27.3,21,8,29,19,2,2,4,0,18.1,16.5,5,21.5,81,76,253,0.77,0.29,1.06,0.7,0.99,0.66,0.18,0.85,0.6,0.79,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathan Aké,NED,DF,AFC Bournemouth,23,1995,38,38,3411,37.9,4,0,4,4,0,0,3,0,3.4,3.4,1,4.4,20,98,25,0.11,0,0.11,0.11,0.11,0.09,0.03,0.11,0.09,0.11,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marc Albrighton,ENG,FW,Leicester City,28,1989,27,18,1625,18.1,2,2,4,2,0,0,3,0,1.2,1.2,2.9,4.1,54,64,172,0.11,0.11,0.22,0.11,0.22,0.07,0.16,0.23,0.07,0.23,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toby Alderweireld,BEL,DF,Tottenham Hotspur,29,1989,34,33,2922,32.5,0,0,0,0,0,0,3,0,1.1,1.1,0.6,1.8,25,161,5,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Alexander-Arnold,ENG,DF,Liverpool,19,1998,29,27,2462,27.4,1,12,13,1,0,0,3,0,1.6,1.6,6.3,7.9,70,157,174,0.04,0.44,0.48,0.04,0.48,0.06,0.23,0.29,0.06,0.29,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alisson,BRA,GK,Liverpool,25,1992,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18/19,22,0.58,96,74,77.1,21,55.3,1,0,0,1,NA
Dele Alli,ENG,MF,Tottenham Hotspur,22,1996,25,22,1825,20.3,5,3,8,5,0,0,4,0,4.8,4.8,3.1,7.9,48,111,153,0.25,0.15,0.39,0.25,0.39,0.23,0.15,0.39,0.23,0.39,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miguel Almirón,PAR,MF,Newcastle United,24,1994,10,9,759,8.4,0,0,0,0,0,0,0,0,1.5,1.5,0.6,2.1,31,25,45,0,0,0,0,0,0.18,0.07,0.25,0.17,0.24,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcos Alonso,ESP,DF,Chelsea,27,1990,31,31,2759,30.7,2,4,6,2,0,0,6,0,3.4,3.4,3.4,6.8,102,146,230,0.07,0.13,0.2,0.07,0.2,0.11,0.11,0.22,0.11,0.22,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Amartey,GHA,DF,Leicester City,23,1994,9,7,641,7.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.5,8,34,8,0,0,0,0,0,0.05,0.02,0.06,0.05,0.06,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Amos,ENG,MF,Tottenham Hotspur,21,1997,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felipe Anderson,BRA,MF,West Ham,25,1993,36,36,3043,33.8,9,4,13,9,0,0,3,0,5.5,5.5,6.1,11.5,201,191,253,0.27,0.12,0.38,0.27,0.38,0.16,0.18,0.34,0.16,0.34,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florin Andone,ROU,FW,Brighton & Hove Albion,25,1993,23,8,881,9.8,3,0,3,3,0,0,5,0,2.5,2.5,0.1,2.6,13,4,62,0.31,0,0.31,0.31,0.31,0.25,0.01,0.26,0.25,0.26,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michail Antonio,JAM,MF,West Ham,28,1990,33,22,2103,23.4,6,4,10,6,0,0,3,0,7.1,7.1,4.4,11.5,87,69,204,0.26,0.17,0.43,0.26,0.43,0.3,0.19,0.49,0.3,0.49,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stuart Armstrong,SCO,MF,Southampton,26,1992,29,16,1432,15.9,3,2,5,3,0,0,2,0,2,2,1.5,3.4,40,86,90,0.19,0.13,0.31,0.19,0.31,0.12,0.09,0.22,0.12,0.22,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marko Arnautović,AUT,FW,West Ham,29,1989,28,24,1990,22.1,10,4,14,9,1,1,3,0,8.9,8.1,4.4,12.5,38,43,195,0.45,0.18,0.63,0.41,0.59,0.4,0.2,0.6,0.37,0.56,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kepa Arrizabalaga,ESP,GK,Chelsea,23,1994,36,36,3240,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,39,1.08,121,81,68.6,14,38.9,2,1,1,0,50
Harry Arter,IRL,MF,Cardiff City,28,1989,25,24,1997,22.2,0,1,1,0,0,0,10,0,0.9,0.9,0.5,1.4,13,73,23,0,0.05,0.05,0,0.05,0.04,0.02,0.06,0.04,0.06,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Atsu,GHA,MF,Newcastle United,26,1992,28,15,1493,16.6,1,0,1,1,0,0,2,0,2.1,2.1,1.6,3.7,48,31,72,0.06,0,0.06,0.06,0.06,0.13,0.09,0.22,0.13,0.22,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,29,1989,36,30,2726,30.3,22,5,27,18,4,5,0,0,22.6,18.5,4.2,22.7,82,70,228,0.73,0.17,0.89,0.59,0.76,0.74,0.14,0.88,0.61,0.75,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serge Aurier,CIV,DF,Tottenham Hotspur,25,1992,8,6,564,6.3,0,2,2,0,0,0,1,0,0.1,0.1,1,1.1,11,26,29,0,0.32,0.32,0,0.32,0.02,0.16,0.18,0.02,0.18,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Austin,ENG,FW,Southampton,29,1989,25,11,983,10.9,2,2,4,2,0,1,1,0,3.6,3.3,0.9,4.1,6,5,44,0.18,0.18,0.37,0.18,0.37,0.33,0.08,0.41,0.3,0.38,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Ayew,GHA,FW,Crystal Palace,26,1991,20,14,1181,13.1,1,2,3,1,0,0,3,0,2.9,2.9,1.2,4,31,19,90,0.08,0.15,0.23,0.08,0.23,0.22,0.09,0.31,0.22,0.31,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Floyd Ayité,TOG,FW,Fulham,29,1988,16,3,476,5.3,1,0,1,1,0,0,0,0,0.4,0.4,0.5,0.9,14,23,44,0.19,0,0.19,0.19,0.19,0.07,0.1,0.17,0.07,0.17,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
César Azpilicueta,ESP,DF,Chelsea,28,1989,38,38,3402,37.8,1,5,6,1,0,0,4,0,1.2,1.2,2.4,3.6,46,160,205,0.03,0.13,0.16,0.03,0.16,0.03,0.06,0.1,0.03,0.1,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Babel,NED,FW,Fulham,31,1986,16,15,1251,13.9,5,3,8,5,0,0,3,0,5.7,5.7,2.2,7.9,42,40,109,0.36,0.22,0.58,0.36,0.58,0.41,0.16,0.57,0.41,0.57,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juninho Bacuna,CUW,MF,Huddersfield Town,20,1997,21,16,1412,15.7,1,0,1,1,0,0,4,0,0.7,0.7,1.4,2.1,24,95,30,0.06,0,0.06,0.06,0.06,0.04,0.09,0.14,0.04,0.14,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leandro Bacuna,CUW,MF,Cardiff City,26,1991,11,4,561,6.2,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,11,16,5,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Bailly,CIV,DF,Manchester United,24,1994,12,8,638,7.1,0,0,0,0,0,0,0,1,0.2,0.2,0,0.2,3,13,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leighton Baines,ENG,DF,Everton,33,1984,6,5,375,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,17,13,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabián Balbuena,PAR,DF,West Ham,26,1991,23,23,2013,22.4,1,0,1,1,0,0,2,0,2.1,2.1,0.2,2.3,1,49,4,0.04,0,0.04,0.04,0.04,0.1,0.01,0.1,0.1,0.1,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leon Balogun,NGA,DF,Brighton & Hove Albion,30,1988,8,5,594,6.6,1,0,1,1,0,0,2,0,0.1,0.1,0,0.1,1,6,1,0.15,0,0.15,0.15,0.15,0.01,0,0.01,0.01,0.01,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sol Bamba,CIV,DF,Cardiff City,33,1985,28,28,2474,27.5,4,1,5,4,0,0,7,0,4,4,0.2,4.1,6,48,2,0.15,0.04,0.18,0.15,0.18,0.14,0.01,0.15,0.14,0.15,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phil Bardsley,SCO,DF,Burnley,33,1985,19,19,1670,18.6,0,0,0,0,0,0,9,0,0.3,0.3,1.1,1.5,19,68,23,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross Barkley,ENG,MF,Chelsea,24,1993,27,13,1245,13.8,3,5,8,3,0,0,1,0,4,4,2.1,6.2,32,90,50,0.22,0.36,0.58,0.22,0.58,0.29,0.15,0.45,0.29,0.45,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashley Barnes,ENG,FW,Burnley,28,1989,37,26,2388,26.5,12,2,14,10,2,2,8,0,13.8,12.2,3.3,15.5,23,41,142,0.45,0.08,0.53,0.38,0.45,0.52,0.12,0.64,0.46,0.58,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harvey Barnes,ENG,MF,Leicester City,20,1997,16,11,1004,11.2,1,2,3,1,0,0,0,0,3.9,3.9,1.7,5.6,62,27,115,0.09,0.18,0.27,0.09,0.27,0.35,0.15,0.51,0.35,0.51,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Barreca,ITA,DF,Newcastle United,23,1995,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michy Batshuayi,BEL,FW,Crystal Palace,24,1993,11,9,750,8.3,5,0,5,5,0,0,0,0,4,4,0.1,4.1,13,9,44,0.6,0,0.6,0.6,0.6,0.48,0.01,0.49,0.48,0.49,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jan Bednarek,POL,DF,Southampton,22,1996,25,24,2151,23.9,0,1,1,0,0,0,7,0,0.8,0.8,0.7,1.5,7,68,2,0,0.04,0.04,0,0.04,0.03,0.03,0.06,0.03,0.06,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asmir Begović,BIH,GK,AFC Bournemouth,31,1987,24,24,2160,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,47,1.96,104,59,56.7,5,20.8,2,2,0,0,0
Héctor Bellerín,ESP,DF,Arsenal,23,1995,19,18,1533,17,0,5,5,0,0,0,3,0,0.9,0.9,2.2,3.1,48,88,121,0,0.29,0.29,0,0.29,0.05,0.13,0.18,0.05,0.18,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Bennett,ENG,DF,Cardiff City,28,1990,30,30,2639,29.3,0,1,1,0,0,0,5,0,0.5,0.5,0.9,1.4,28,86,41,0,0.03,0.03,0,0.03,0.02,0.03,0.05,0.02,0.05,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Bennett,ENG,DF,Wolves,28,1990,34,34,3060,34,1,0,1,1,0,0,12,0,1.3,1.3,1,2.2,14,92,10,0.03,0,0.03,0.03,0.03,0.04,0.03,0.07,0.04,0.07,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Benteke,BEL,FW,Crystal Palace,27,1990,16,9,814,9,1,1,2,1,0,0,1,0,3.4,3.4,0.8,4.2,6,13,53,0.11,0.11,0.22,0.11,0.22,0.37,0.09,0.47,0.37,0.47,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jóhann Berg Guðmundsson,ISL,MF,Burnley,27,1990,29,19,1752,19.5,3,6,9,3,0,0,2,0,2.8,2.8,4.3,7.1,55,39,108,0.15,0.31,0.46,0.15,0.46,0.15,0.22,0.37,0.15,0.37,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bernard,BRA,FW,Everton,25,1992,34,25,2116,23.5,1,3,4,1,0,0,5,0,2.6,2.6,2.3,5,99,89,202,0.04,0.13,0.17,0.04,0.17,0.11,0.1,0.21,0.11,0.21,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bernardo,BRA,DF,Brighton & Hove Albion,23,1995,22,19,1752,19.5,0,1,1,0,0,0,4,0,0.4,0.4,0.6,1.1,46,84,53,0,0.05,0.05,0,0.05,0.02,0.03,0.05,0.02,0.05,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Bertrand,ENG,DF,Southampton,28,1989,24,24,2160,24,1,0,1,1,0,0,8,0,1.2,1.2,1.7,2.9,49,94,102,0.04,0,0.04,0.04,0.04,0.05,0.07,0.12,0.05,0.12,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Bettinelli,ENG,GK,Fulham,26,1992,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,20,2.86,40,19,52.5,0,0,3,1,1,1,50
Philip Billing,DEN,MF,Huddersfield Town,22,1996,27,25,2188,24.3,2,0,2,2,0,0,7,0,1.8,1.8,1.7,3.4,53,101,59,0.08,0,0.08,0.08,0.08,0.07,0.07,0.14,0.07,0.14,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yves Bissouma,MLI,MF,Brighton & Hove Albion,21,1996,28,17,1774,19.7,0,0,0,0,0,0,5,0,1.8,1.8,1,2.8,53,83,39,0,0,0,0,0,0.09,0.05,0.14,0.09,0.14,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Willy Boly,CIV,DF,Wolves,27,1991,36,36,3167,35.2,4,0,4,4,0,0,2,1,3.6,3.6,2.1,5.6,29,136,12,0.11,0,0.11,0.11,0.11,0.1,0.06,0.16,0.1,0.16,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Léo Bonatini,BRA,FW,Wolves,24,1994,7,0,135,1.5,0,1,1,0,0,0,0,0,1.3,1.3,0.1,1.4,1,8,15,0,0.67,0.67,0,0.67,0.85,0.09,0.94,0.85,0.94,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gaëtan Bong,CMR,DF,Brighton & Hove Albion,30,1988,22,19,1808,20.1,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,36,66,40,0,0,0,0,0,0,0.02,0.03,0,0.03,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artur Boruc,POL,GK,AFC Bournemouth,38,1980,12,12,1080,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,18,1.5,56,38,73.2,4,33.3,3,3,0,0,0
Robbie Brady,IRL,MF,Burnley,26,1992,16,6,720,8,0,1,1,0,0,0,3,1,0.6,0.6,1.4,2,14,19,26,0,0.12,0.12,0,0.12,0.07,0.18,0.25,0.07,0.25,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miguel Britos,URU,DF,Watford,33,1985,3,2,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Brooks,WAL,MF,AFC Bournemouth,21,1997,30,29,2261,25.1,7,5,12,7,0,0,3,0,6,6,5,10.9,66,95,144,0.28,0.2,0.48,0.28,0.48,0.24,0.2,0.44,0.24,0.44,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bruno,ESP,DF,Brighton & Hove Albion,37,1980,14,14,1131,12.6,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,4,52,26,0,0.08,0.08,0,0.08,0.01,0.05,0.06,0.01,0.06,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Bryan,ENG,DF,Fulham,24,1993,28,27,2345,26.1,0,1,1,0,0,0,5,0,0.7,0.7,3.5,4.2,73,118,95,0,0.04,0.04,0,0.04,0.03,0.14,0.16,0.03,0.16,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Button,ENG,GK,Brighton & Hove Albion,29,1989,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,5,1.25,18,13,83.3,1,25,2,2,0,0,0
Willy Caballero,ARG,GK,Chelsea,36,1981,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,0,0,3,3,100,2,100,0,0,0,0,NA
Gary Cahill,ENG,DF,Chelsea,32,1985,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Cairney,SCO,MF,Fulham,27,1991,31,24,2194,24.4,1,1,2,1,0,0,0,0,1.1,1.1,2.6,3.7,60,169,106,0.04,0.04,0.08,0.04,0.08,0.05,0.11,0.15,0.05,0.15,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Calvert-Lewin,ENG,FW,Everton,21,1997,35,19,1784,19.8,6,2,8,6,0,0,3,0,5.5,5.5,1.4,6.9,32,31,136,0.3,0.1,0.4,0.3,0.4,0.28,0.07,0.35,0.28,0.35,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rafael Camacho,POR,DF,Liverpool,18,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Víctor Camarasa,ESP,MF,Cardiff City,24,1994,32,31,2569,28.5,5,4,9,4,1,1,6,0,4,3.2,3.8,6.9,50,77,92,0.18,0.14,0.32,0.14,0.28,0.14,0.13,0.27,0.11,0.24,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Étienne Capoue,FRA,MF,Watford,30,1988,33,33,2944,32.7,1,3,4,1,0,0,14,1,1.4,1.4,1,2.4,17,170,11,0.03,0.09,0.12,0.03,0.12,0.04,0.03,0.07,0.04,0.07,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Carroll,ENG,FW,West Ham,29,1989,12,3,461,5.1,0,0,0,0,0,0,2,0,2.2,2.2,0.4,2.6,1,9,15,0,0,0,0,0,0.43,0.07,0.5,0.43,0.5,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonny Castro,ESP,DF,Wolves,24,1994,33,32,2771,30.8,1,1,2,1,0,0,6,0,2,2,1.6,3.6,85,75,161,0.03,0.03,0.06,0.03,0.06,0.06,0.05,0.12,0.06,0.12,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Cathcart,NIR,DF,Watford,29,1989,36,35,3096,34.4,3,0,3,3,0,0,2,0,1.5,1.5,0.2,1.8,6,71,2,0.09,0,0.09,0.09,0.09,0.04,0.01,0.05,0.04,0.05,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ivan Cavaleiro,POR,FW,Wolves,24,1993,23,6,693,7.7,3,1,4,3,0,0,1,0,2.2,2.2,1.5,3.7,42,25,101,0.39,0.13,0.52,0.39,0.52,0.29,0.2,0.48,0.29,0.48,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petr Čech,CZE,GK,Arsenal,36,1982,7,7,584,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,9,1.38,37,28,75.7,1,14.3,0,0,0,0,NA
Nathaniel Chalobah,ENG,MF,Watford,23,1994,9,3,270,3,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.3,0,8,8,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calum Chambers,ENG,MF,Fulham,23,1995,31,29,2588,28.8,2,0,2,2,0,0,9,0,2.3,2.3,0.9,3.2,20,158,28,0.07,0,0.07,0.07,0.07,0.08,0.03,0.11,0.08,0.11,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Chilwell,ENG,DF,Leicester City,21,1996,36,36,3240,36,0,4,4,0,0,0,4,0,1.1,1.1,2.9,4.1,146,146,215,0,0.11,0.11,0,0.11,0.03,0.08,0.11,0.03,0.11,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahith Chong,NED,FW,Manchester United,18,1999,2,0,38,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,2,5,7,0,0,0,0,0,0.84,0,0.84,0.84,0.84,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamza Choudhury,ENG,MF,Leicester City,20,1997,9,7,595,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,3,21,12,0,0,0,0,0,0.07,0.07,0.14,0.07,0.14,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andreas Christensen,DEN,DF,Chelsea,22,1996,8,6,617,6.9,0,0,0,0,0,0,1,0,0,0,0,0,3,35,1,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyrus Christie,IRL,DF,Fulham,25,1992,28,19,1948,21.6,0,1,1,0,0,0,7,0,0.4,0.4,1.2,1.7,70,81,138,0,0.05,0.05,0,0.05,0.02,0.06,0.08,0.02,0.08,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ibrahima Cissé,GUI,MF,Fulham,24,1994,3,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ciaran Clark,IRL,DF,Newcastle United,28,1989,11,9,858,9.5,3,0,3,3,0,0,1,0,0.5,0.5,0.1,0.6,1,15,2,0.31,0,0.31,0.31,0.31,0.05,0.01,0.06,0.05,0.06,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Cleverley,ENG,MF,Watford,28,1989,13,4,478,5.3,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,6,17,6,0.19,0,0.19,0.19,0.19,0.04,0.02,0.06,0.04,0.06,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathaniel Clyne,ENG,DF,AFC Bournemouth,27,1991,14,13,1143,12.7,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.3,14,39,32,0,0.08,0.08,0,0.08,0.01,0.01,0.02,0.01,0.02,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathaniel Clyne,ENG,DF,Liverpool,27,1991,4,1,111,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,4,3,0,0,0,0,0,0.06,0,0.06,0.06,0.06,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conor Coady,ENG,DF,Wolves,25,1993,38,38,3420,38,0,0,0,0,0,0,5,0,0,0,0,0,11,78,0,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joel Coleman,ENG,GK,Huddersfield Town,22,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,1,1,3,2,66.7,0,0,0,0,0,0,NA
Séamus Coleman,IRL,DF,Everton,29,1988,29,29,2558,28.4,2,2,4,2,0,0,1,0,1.6,1.6,3.6,5.2,71,125,190,0.07,0.07,0.14,0.07,0.14,0.06,0.13,0.18,0.06,0.18,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lewis Cook,ENG,MF,AFC Bournemouth,21,1997,13,8,723,8,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,11,48,8,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steve Cook,ENG,DF,AFC Bournemouth,27,1991,31,31,2786,31,1,1,2,1,0,0,3,0,1.3,1.3,0.9,2.2,25,106,10,0.03,0.03,0.06,0.03,0.06,0.04,0.03,0.07,0.04,0.07,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Cork,ENG,MF,Burnley,29,1989,37,37,3312,36.8,1,2,3,1,0,0,6,0,1.4,1.4,2.2,3.6,21,99,56,0.03,0.05,0.08,0.03,0.08,0.04,0.06,0.1,0.04,0.1,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
